Індекс;Назва вулиці;Номер будинку
79018;Героїв УПА вул.;9
79018;Героїв УПА вул.;12
79018;Героїв УПА вул.;14
79018;Героїв УПА вул.;15
79018;Героїв УПА вул.;16
79018;Героїв УПА вул.;17
79018;Героїв УПА вул.;18
79018;Героїв УПА вул.;19
79018;Героїв УПА вул.;22
79018;Героїв УПА вул.;24
79018;Героїв УПА вул.;25
79018;Героїв УПА вул.;26
79018;Героїв УПА вул.;28
79018;Героїв УПА вул.;30
79018;Героїв УПА вул.; 33а
79018;Героїв УПА вул.;36
79018;Героїв УПА вул.;37
79018;Героїв УПА вул.;38
79018;Героїв УПА вул.;40
79018;Героїв УПА вул.;42
79018;Героїв УПА вул.;44
79025;Геца вул.;1
79025;Геца вул.;2
79025;Геца вул.;3
79025;Геца вул.;4
79025;Геца вул.;5
79025;Геца вул.;6
79025;Геца вул.;7
79025;Геца вул.;8
79025;Геца вул.;9
79025;Геца вул.;10
79025;Геца вул.;11
79025;Геца вул.;12
79025;Геца вул.;13
79025;Геца вул.;14
79025;Геца вул.;15
79040;Гіацинтова вул.;1
79040;Гіацинтова вул.;2
79040;Гіацинтова вул.;3
79040;Гіацинтова вул.;4
79040;Гіацинтова вул.;5
79040;Гіацинтова вул.;6
79040;Гіацинтова вул.;7
79040;Гіацинтова вул.;8
79057;Гіпсова вул.;42
79057;Гіпсова вул.;44
79057;Гіпсова вул.;46
79057;Гіпсова вул.;48
79057;Гіпсова вул.;50
79057;Гіпсова вул.;52
79057;Гіпсова вул.;54
79057;Гіпсова вул.;58
79057;Гіпсова вул.; 58а
79057;Гіпсова вул.;60
79057;Гіпсова вул.;62
79057;Гіпсова вул.;64
79057;Гіпсова вул.;2
79057;Гіпсова вул.;4
79057;Гіпсова вул.;6
79057;Гіпсова вул.;8
79057;Гіпсова вул.;10
79057;Гіпсова вул.;12
79057;Гіпсова вул.;14
79057;Гіпсова вул.;16
79057;Гіпсова вул.;18
79057;Гіпсова вул.;20
79057;Гіпсова вул.;22
79057;Гіпсова вул.;24
79057;Гіпсова вул.;28
79057;Гіпсова вул.; 28а
79057;Гіпсова вул.;30
79057;Гіпсова вул.;32
79057;Гіпсова вул.; 32а
79057;Гіпсова вул.;25
79057;Гіпсова вул.; 25а
79057;Гіпсова вул.;34
79057;Гіпсова вул.;36
79057;Гіпсова вул.; 36а
79057;Гіпсова вул.;38
79057;Гіпсова вул.;40
79057;Гіпсова вул.; 40а
79057;Гіпсова вул.; 40б
79057;Гіпсова вул.;27
79057;Гіпсова вул.; 29а
79054;Гірника вул.;1
79054;Гірника вул.;4
79054;Гірника вул.; 4а
79013;Глибока вул.;1
79013;Глибока вул.;3
79013;Глибока вул.;5
79013;Глибока вул.;6
79013;Глибока вул.;8
79013;Глибока вул.;10
79013;Глибока вул.;11
79013;Глибока вул.;13
79013;Глибока вул.;15
79013;Глибока вул.;12
79013;Глибока вул.;19
79013;Глибока вул.;23
79013;Глибока вул.;25
79013;Глибока вул.;27
79013;Глибока вул.;29
79013;Глибока вул.;16
79013;Глибока вул.;18
79013;Глибока вул.;20
79013;Глибока вул.;21
79013;Глибока вул.;14
79067;Глиняна вул.;1
79067;Глиняна вул.;3
79067;Глиняна вул.;5
79067;Глиняна вул.;7
79067;Глиняна вул.;9
79067;Глиняна вул.;11
79067;Глиняна вул.;13
79067;Глиняна вул.;15
79067;Глиняна вул.;2
79067;Глиняна вул.;4
79067;Глиняна вул.;6
79067;Глиняна вул.;8
79067;Глиняна вул.;10
79005;Глібова вул.;2
79005;Глібова вул.;4
79005;Глібова вул.;6
79005;Глібова вул.;8
79005;Глібова вул.;10
79005;Глібова вул.;12
79005;Глібова вул.;15
79005;Глібова вул.;13
79005;Глібова вул.;11
79005;Глібова вул.;9
79005;Глібова вул.;7
79005;Глібова вул.;5
79005;Глібова вул.;3
79012;Глінки вул.;1
79012;Глінки вул.;2
79012;Глінки вул.;3
79012;Глінки вул.;4
79012;Глінки вул.;5
79012;Глінки вул.;6
79012;Глінки вул.;7
79012;Глінки вул.;8
79012;Глінки вул.;9
79012;Глінки вул.;10
79038;Глухий кут вул.;2
79038;Глухий кут вул.;4
79038;Глухий кут вул.;6
79038;Глухий кут вул.;8
79038;Глухий кут вул.;1
79038;Глухий кут вул.;2
79038;Глухий кут вул.;3
79038;Глухий кут вул.;4
79038;Глухий кут вул.;5
79038;Глухий кут вул.;6
79038;Глухий кут вул.;7
79038;Глухий кут вул.;8
79038;Глухий кут вул.;9
79038;Глухий кут вул.;10
79038;Глухий кут вул.;11
79038;Глухий кут вул.;12
79038;Глухий кут вул.;13
79038;Глухий кут вул.;14
79038;Глухий кут вул.;15
79038;Глухий кут вул.;16
79038;Глухий кут вул.;17
79038;Глухий кут вул.; 17а
79056;Гнатевича вул.;2
79056;Гнатевича вул.;6
79056;Гнатевича вул.;10
79056;Гнатевича вул.; 10а
79056;Гнатевича вул.;14
79056;Гнатевича вул.;16
79056;Гнатевича вул.;18
79056;Гнатевича вул.;20
79056;Гнатевича вул.;22
79056;Гнатевича вул.;24
79056;Гнатевича вул.;26
79056;Гнатевича вул.;1
79056;Гнатевича вул.;3
79056;Гнатевича вул.;5
79056;Гнатевича вул.;7
79056;Гнатевича вул.;9
79056;Гнатевича вул.;11
79056;Гнатевича вул.;13
79056;Гнатевича вул.;15
79056;Гнатевича вул.;17
79056;Гнатевича вул.;19
79056;Гнатевича вул.;21
79056;Гнатевича вул.;23
79007;Гнатюка вул.;1
79007;Гнатюка вул.;2
79007;Гнатюка вул.;3
79007;Гнатюка вул.;4
79007;Гнатюка вул.;5
79007;Гнатюка вул.;6
79007;Гнатюка вул.;7
79007;Гнатюка вул.;8
79007;Гнатюка вул.;9
79007;Гнатюка вул.;10
79007;Гнатюка вул.;11
79007;Гнатюка вул.;12
79007;Гнатюка вул.;13
79007;Гнатюка вул.;14
79007;Гнатюка вул.;15
79007;Гнатюка вул.;16
79007;Гнатюка вул.;17
79007;Гнатюка вул.;18
79007;Гнатюка вул.;19
79007;Гнатюка вул.;20
79007;Гнатюка вул.;21
79007;Гнатюка вул.;22
79052;Гніздовського вул.;4
79052;Гніздовського вул.;6
79052;Гніздовського вул.;8
79007;Гоголя вул.;1
79007;Гоголя вул.;2
79007;Гоголя вул.;3
79007;Гоголя вул.;4
79007;Гоголя вул.;5
79007;Гоголя вул.;6
79007;Гоголя вул.;7
79007;Гоголя вул.;8
79007;Гоголя вул.;9
79007;Гоголя вул.;10
79007;Гоголя вул.;11
79007;Гоголя вул.;12
79007;Гоголя вул.;13
79054;Годованця вул.;4
79054;Годованця вул.;6
79054;Годованця вул.;12
79014;Голинського вул.;3
79014;Голинського вул.;4
79014;Голинського вул.;5
79014;Голинського вул.;6
79014;Голинського вул.;7
79014;Голинського вул.;8
79014;Голинського вул.;9
79014;Голинського вул.;10
79014;Голинського вул.;11
79014;Голинського вул.;12
79014;Голинського вул.;13
79014;Голинського вул.;14
79014;Голинського вул.;15
79014;Голинського вул.;16
79022;Головатого вул.;1
79022;Головатого вул.;3
79022;Головатого вул.;5
79022;Головатого вул.;7
79022;Головатого вул.;4
79022;Головатого вул.; 4а
79022;Головатого вул.;7
79022;Головатого вул.; 7а
79018;Головацького вул.;3
79018;Головацького вул.;5
79018;Головацького вул.;7
79018;Головацького вул.;9
79018;Головацького вул.;11
79018;Головацького вул.;13
79018;Головацького вул.;15
79018;Головацького вул.;17
79018;Головацького вул.;19
79018;Головацького вул.; 19а
79018;Головацького вул.; 19б
79018;Головацького вул.; 19в
79018;Головацького вул.;4
79018;Головацького вул.;6
79018;Головацького вул.;8
79018;Головацького вул.;10
79018;Головацького вул.;12
79018;Головацького вул.;14
79018;Головацького вул.;16
79018;Головацького вул.;18
79018;Головацького вул.;20
79018;Головацького вул.;22
79018;Головацького вул.;24
79018;Головацького вул.;26
79018;Головацького вул.;28
79018;Головацького вул.;30
79018;Головацького вул.;32
79018;Головацького вул.;34
79054;Голубина вул.;8
79054;Голубина вул.;36
79016;Голубовича вул.;5
79016;Голубовича вул.;6
79016;Голубовича вул.;7
79016;Голубовича вул.;8
79016;Голубовича вул.;9
79016;Голубовича вул.;10
79016;Голубовича вул.;11
79016;Голубовича вул.;24
79016;Голубовича вул.;26
79016;Голубовича вул.;28
79016;Голубовича вул.;19
79016;Голубовича вул.;21
79018;Голубовича вул.;1
79018;Голубовича вул.;2
79018;Голубовича вул.;3
79018;Голубовича вул.;4
79018;Голубовича вул.;5
79018;Голубовича вул.;6
79018;Голубовича вул.;7
79018;Голубовича вул.;8
79018;Голубовича вул.;9
79018;Голубовича вул.;10
79018;Голубовича вул.;11
79018;Голубовича вул.;12
79018;Голубовича вул.;13
79018;Голубовича вул.;14
79018;Голубовича вул.;15
79014;Голубця вул.;1
79014;Голубця вул.;2
79014;Голубця вул.;3
79014;Голубця вул.;4
79014;Голубця вул.;5
79014;Голубця вул.;6
79014;Голубця вул.;7
79014;Голубця вул.;8
79014;Голубця вул.;9
79014;Голубця вул.;10
79014;Голубця вул.;11
79014;Голубця вул.;12
79044;Горбачевського вул.;17
79044;Горбачевського вул.;19
79044;Горбачевського вул.;21
79044;Горбачевського вул.;4
79044;Горбачевського вул.;6
79044;Горбачевського вул.;8
79044;Горбачевського вул.;10
79044;Горбачевського вул.;12
79044;Горбачевського вул.;14
79044;Горбачевського вул.;16
79044;Горбачевського вул.;18
79044;Горбачевського вул.;20
79044;Горбачевського вул.;22
79044;Горбачевського вул.;24
79044;Горбачевського вул.;15
79020;Горбкова вул.;3
79020;Горбкова вул.; 3а
79020;Горбкова вул.;5
79020;Горбкова вул.;6
79020;Горбкова вул.;8
79020;Горбкова вул.;10
79020;Горбкова вул.;12
79020;Горбкова вул.;14
79020;Горбкова вул.;16
79057;Гординських вул.;3
79057;Гординських вул.;5
79057;Гординських вул.;7
79057;Гординських вул.;9
79057;Гординських вул.;11
79057;Гординських вул.;13
79057;Гординських вул.;15
79057;Гординських вул.;17
79057;Гординських вул.;19
79057;Гординських вул.;21
79068;Гордієнка вул.;1
79068;Гордієнка вул.;2
79068;Гордієнка вул.;3
79068;Гордієнка вул.;4
79068;Гордієнка вул.;5
79068;Гордієнка вул.;6
79068;Гордієнка вул.;7
79068;Гордієнка вул.;8
79068;Гордієнка вул.;9
79024;Горіхова вул.;3
79024;Горіхова вул.; 3а
79024;Горіхова вул.;7
79024;Горіхова вул.;8
79024;Горіхова вул.;9
79024;Горіхова вул.;11
79024;Горіхова вул.;13
79024;Горіхова вул.; 1а
79024;Горіхова вул.; 1б
79024;Горіхова вул.; 1в
79024;Горіхова вул.; 2б
79024;Горіхова вул.;2
79024;Горіхова вул.;4
79066;Горішня вул.;1
79066;Горішня вул.;2
79066;Горішня вул.;3
79066;Горішня вул.;4
79066;Горішня вул.;5
79066;Горішня вул.;6
79066;Горішня вул.;7
79066;Горішня вул.;8
79066;Горішня вул.;9
79066;Горішня вул.;10
79066;Горішня вул.;11
79039;Горобинна вул.;1
79039;Горобинна вул.;2
79039;Горобинна вул.;3
79039;Горобинна вул.;4
79039;Горобинна вул.;5
79039;Горобинна вул.;6
79014;Горовська вул.;1
79014;Горовська вул.;3
79014;Горовська вул.;5
79014;Горовська вул.;7
79014;Горовська вул.;9
79014;Горовська вул.;11
79014;Горовська вул.;13
79014;Горовська вул.;15
79014;Горовська вул.;17
79019;Городницька вул.;1
79019;Городницька вул.;2
79019;Городницька вул.;3
79019;Городницька вул.;4
79019;Городницька вул.;5
79019;Городницька вул.;6
79019;Городницька вул.; 6а
79019;Городницька вул.;7
79019;Городницька вул.;8
79019;Городницька вул.;10
79019;Городницька вул.;14
79019;Городницька вул.; 14а
79019;Городницька вул.;16
79019;Городницька вул.;17
79019;Городницька вул.;18
79019;Городницька вул.;19
79019;Городницька вул.;20
79019;Городницька вул.;21
79019;Городницька вул.;23
79019;Городницька вул.;24
79019;Городницька вул.;25
79019;Городницька вул.;26
79019;Городницька вул.;27
79019;Городницька вул.;28
79019;Городницька вул.;29
79019;Городницька вул.;30
79019;Городницька вул.;31
79019;Городницька вул.;32
79019;Городницька вул.;34
79019;Городницька вул.;36
79019;Городницька вул.;38
79019;Городницька вул.;40
79019;Городницька вул.;43
79019;Городницька вул.;44
79019;Городницька вул.; 44а
79019;Городницька вул.;48
79019;Городницька вул.; 48а
79019;Городницька вул.;47
79019;Городницька вул.;52
79019;Городницька вул.;49
79019;Городницька вул.;54
79007;Городоцька вул.;26
79007;Городоцька вул.;15
79007;Городоцька вул.;17
79007;Городоцька вул.;19
79007;Городоцька вул.;21
79007;Городоцька вул.;23
79007;Городоцька вул.;25
79007;Городоцька вул.;27
79007;Городоцька вул.;8
79007;Городоцька вул.;10
79007;Городоцька вул.;12
79007;Городоцька вул.;14
79007;Городоцька вул.;16
79007;Городоцька вул.;18
79007;Городоцька вул.;20
79007;Городоцька вул.;22
79007;Городоцька вул.;31
79007;Городоцька вул.;32
79007;Городоцька вул.;33
79007;Городоцька вул.;34
79007;Городоцька вул.;35
79007;Городоцька вул.;36
79007;Городоцька вул.;37
79007;Городоцька вул.;38
79007;Городоцька вул.;39
79007;Городоцька вул.;40
79007;Городоцька вул.;41
79007;Городоцька вул.;42
79007;Городоцька вул.;43
79007;Городоцька вул.;44
79007;Городоцька вул.;45
79007;Городоцька вул.;46
79007;Городоцька вул.;47
79007;Городоцька вул.;5
79007;Городоцька вул.;7
79007;Городоцька вул.;9
79007;Городоцька вул.;11
79007;Городоцька вул.;13
79007;Городоцька вул.;2
79007;Городоцька вул.;3
79007;Городоцька вул.;4
79015;Городоцька вул.;128
79015;Городоцька вул.; 128а
79015;Городоцька вул.;126
79015;Городоцька вул.;124
79015;Городоцька вул.;120
79015;Городоцька вул.;118
79015;Городоцька вул.;181
79015;Городоцька вул.;185
79015;Городоцька вул.;187
79015;Городоцька вул.;189
79015;Городоцька вул.;197
79015;Городоцька вул.;199
79015;Городоцька вул.;201
79015;Городоцька вул.;203
79015;Городоцька вул.;205
79015;Городоцька вул.;207
79015;Городоцька вул.;209
79015;Городоцька вул.;136
79015;Городоцька вул.;138
79015;Городоцька вул.;140
79015;Городоцька вул.;142
79015;Городоцька вул.;144
79015;Городоцька вул.;146
79015;Городоцька вул.;148
79015;Городоцька вул.;150
79015;Городоцька вул.;134
79015;Городоцька вул.;132
79016;Городоцька вул.;83
79016;Городоцька вул.; 83а
79016;Городоцька вул.;81
79016;Городоцька вул.;79
79016;Городоцька вул.;77
79016;Городоцька вул.;75
79016;Городоцька вул.;73
79016;Городоцька вул.;71
79016;Городоцька вул.;67
79016;Городоцька вул.;65
79016;Городоцька вул.;63
79016;Городоцька вул.;61
79016;Городоцька вул.;59
79016;Городоцька вул.;57
79016;Городоцька вул.;55
79016;Городоцька вул.;53
79016;Городоцька вул.;51
79016;Городоцька вул.;38
79016;Городоцька вул.;36
79016;Городоцька вул.;32
79016;Городоцька вул.;50
79016;Городоцька вул.;51
79016;Городоцька вул.;52
79016;Городоцька вул.;53
79016;Городоцька вул.;54
79016;Городоцька вул.;55
79016;Городоцька вул.;56
79016;Городоцька вул.;57
79016;Городоцька вул.;58
79016;Городоцька вул.;59
79016;Городоцька вул.;60
79016;Городоцька вул.;61
79016;Городоцька вул.;62
79016;Городоцька вул.;63
79016;Городоцька вул.;64
79016;Городоцька вул.;65
79016;Городоцька вул.;66
79016;Городоцька вул.;67
79016;Городоцька вул.;68
79016;Городоцька вул.;69
79016;Городоцька вул.;70
79016;Городоцька вул.;71
79016;Городоцька вул.;72
79016;Городоцька вул.;73
79016;Городоцька вул.;74
79016;Городоцька вул.;75
79016;Городоцька вул.;76
79016;Городоцька вул.;77
79016;Городоцька вул.;78
79016;Городоцька вул.;79
79016;Городоцька вул.;80
79016;Городоцька вул.;81
79016;Городоцька вул.;82
79016;Городоцька вул.;83
79016;Городоцька вул.;84
79016;Городоцька вул.;85
79016;Городоцька вул.;86
79016;Городоцька вул.;87
79016;Городоцька вул.;88
79016;Городоцька вул.;89
79016;Городоцька вул.;90
79016;Городоцька вул.;91
79016;Городоцька вул.;92
79016;Городоцька вул.;93
79016;Городоцька вул.;94
79016;Городоцька вул.;95
79016;Городоцька вул.;96
79016;Городоцька вул.;97
79016;Городоцька вул.;98
79016;Городоцька вул.;99
79016;Городоцька вул.;100
79016;Городоцька вул.;101
79016;Городоцька вул.;102
79016;Городоцька вул.;103
79016;Городоцька вул.;104
79016;Городоцька вул.;105
79016;Городоцька вул.;106
79016;Городоцька вул.;107
79016;Городоцька вул.;108
79016;Городоцька вул.;109
79016;Городоцька вул.;110
79016;Городоцька вул.;111
79016;Городоцька вул.;112
79016;Городоцька вул.;113
79016;Городоцька вул.;114
79016;Городоцька вул.;115
79016;Городоцька вул.;116
79016;Городоцька вул.;117
79016;Городоцька вул.;118
79016;Городоцька вул.;119
79016;Городоцька вул.;50
79016;Городоцька вул.;52
79016;Городоцька вул.;54
79016;Городоцька вул.;56
79016;Городоцька вул.;58
79016;Городоцька вул.;60
79016;Городоцька вул.;62
79016;Городоцька вул.;64
79016;Городоцька вул.;66
79016;Городоцька вул.;68
79016;Городоцька вул.;70
79016;Городоцька вул.;72
79016;Городоцька вул.;74
79016;Городоцька вул.;76
79016;Городоцька вул.;78
79016;Городоцька вул.;80
79016;Городоцька вул.;82
79016;Городоцька вул.;84
79016;Городоцька вул.;86
79018;Городоцька вул.;98
79018;Городоцька вул.;100
79018;Городоцька вул.;102
79018;Городоцька вул.;104
79018;Городоцька вул.;106
79018;Городоцька вул.;108
79018;Городоцька вул.;110
79018;Городоцька вул.;123
79018;Городоцька вул.;125
79018;Городоцька вул.;127
79018;Городоцька вул.;129
79018;Городоцька вул.;131
79018;Городоцька вул.;133
79018;Городоцька вул.;135
79018;Городоцька вул.;137
79018;Городоцька вул.;139
79018;Городоцька вул.;141
79018;Городоцька вул.;143
79018;Городоцька вул.;145
79018;Городоцька вул.;147
79018;Городоцька вул.;149
79018;Городоцька вул.;151
79018;Городоцька вул.;153
79018;Городоцька вул.;155
79018;Городоцька вул.;157
79018;Городоцька вул.;159
79018;Городоцька вул.;161
79018;Городоцька вул.;163
79018;Городоцька вул.;165
79018;Городоцька вул.;167
79018;Городоцька вул.;169
79018;Городоцька вул.;171
79018;Городоцька вул.;173
79018;Городоцька вул.;175
79018;Городоцька вул.;177
79022;Городоцька вул.;186
79022;Городоцька вул.;188
79022;Городоцька вул.;190
79022;Городоцька вул.;200
79022;Городоцька вул.;202
79022;Городоцька вул.;206
79022;Городоцька вул.;208
79022;Городоцька вул.; 210а
79022;Городоцька вул.;271
79022;Городоцька вул.;273
79022;Городоцька вул.;275
79022;Городоцька вул.;277
79022;Городоцька вул.;281
79022;Городоцька вул.;287
79022;Городоцька вул.;289
79022;Городоцька вул.;210
79022;Городоцька вул.;212
79022;Городоцька вул.; 241б
79022;Городоцька вул.; 168а
79022;Городоцька вул.;168
79022;Городоцька вул.;170
79022;Городоцька вул.;172
79022;Городоцька вул.;174
79022;Городоцька вул.;251
79022;Городоцька вул.;253
79022;Городоцька вул.;257
79022;Городоцька вул.;259
79022;Городоцька вул.;263
79022;Городоцька вул.;265
79022;Городоцька вул.;267
79022;Городоцька вул.;269
79040;Городоцька вул.;309
79040;Городоцька вул.;311
79040;Городоцька вул.;313
79040;Городоцька вул.;315
79040;Городоцька вул.;317
79040;Городоцька вул.;291
79040;Городоцька вул.;293
79040;Городоцька вул.;295
79040;Городоцька вул.;297
79040;Городоцька вул.;299
79040;Городоцька вул.;301
79040;Городоцька вул.;303
79040;Городоцька вул.;305
79040;Городоцька вул.;214
79040;Городоцька вул.;216
79040;Городоцька вул.;218
79040;Городоцька вул.;319
79040;Городоцька вул.;222
79040;Городоцька вул.;232
79040;Городоцька вул.;252
79040;Городоцька вул.;262
79040;Городоцька вул.;264
79040;Городоцька вул.;266
79040;Городоцька вул.;268
79040;Городоцька вул.;270
79040;Городоцька вул.;272
79040;Городоцька вул.;274
79040;Городоцька вул.;276
79040;Городоцька вул.;278
79040;Городоцька вул.;280
79040;Городоцька вул.;282
79040;Городоцька вул.;359
79040;Городоцька вул.;371
79040;Городоцька вул.;369
79041;Городоцька вул.;211
79041;Городоцька вул.;213
79041;Городоцька вул.;215
79041;Городоцька вул.;217
79041;Городоцька вул.;219
79041;Городоцька вул.;221
79041;Городоцька вул.;223
79041;Городоцька вул.;225
79041;Городоцька вул.;227
79041;Городоцька вул.;229
79041;Городоцька вул.;231
79041;Городоцька вул.;235
79041;Городоцька вул.;239
79041;Городоцька вул.;160
79041;Городоцька вул.;154
79018;Горської вул.;1
79018;Горської вул.;2
79018;Горської вул.;3
79018;Горської вул.;4
79018;Горської вул.;5
79018;Горської вул.;6
79018;Горської вул.;7
79018;Горської вул.;8
79018;Горської вул.;9
79018;Горської вул.;10
79018;Горської вул.;11
79018;Горської вул.;12
79018;Горської вул.;13
79018;Горської вул.;14
79018;Горської вул.;15
79018;Горської вул.;16
79018;Горської вул.;17
79018;Горської вул.;18
79018;Горської вул.;19
79068;Господарська вул.;1
79068;Господарська вул.;2
79068;Господарська вул.;3
79068;Господарська вул.;4
79068;Господарська вул.;5
79068;Господарська вул.;6
79068;Господарська вул.;7
79068;Господарська вул.;8
79068;Господарська вул.;9
79070;Гостинна вул.;1
79070;Гостинна вул.;2
79070;Гостинна вул.;3
79070;Гостинна вул.;4
79070;Гостинна вул.;5
79070;Гостинна вул.;6
79070;Гостинна вул.;7
79070;Гостинна вул.;8
79070;Гостинна вул.;9
79070;Гостинна вул.;10
79070;Гостинна вул.;11
79070;Гостинна вул.;12
79070;Гостинна вул.;13
79070;Гостинна вул.;14
79070;Гостинна вул.;15
79068;Грабова вул.;1
79068;Грабова вул.;2
79068;Грабова вул.;3
79068;Грабова вул.;4
79068;Грабова вул.;5
79068;Грабова вул.;6
79068;Грабова вул.;7
79068;Грабова вул.;8
79068;Грабова вул.;9
79000;Грабовського вул.;1
79000;Грабовського вул.;2
79000;Грабовського вул.;3
79000;Грабовського вул.;4
79000;Грабовського вул.;5
79000;Грабовського вул.;6
79000;Грабовського вул.;7
79000;Грабовського вул.;8
79000;Грабовського вул.;9
79000;Грабовського вул.;10
79000;Грабовського вул.;11
79000;Грабовського вул.;12
79000;Грабовського вул.;13
79000;Грабовського вул.;14
79014;Гравійна вул.;3
79014;Гравійна вул.;4
79014;Гравійна вул.;5
79014;Гравійна вул.;6
79014;Гравійна вул.;7
79014;Гравійна вул.;8
79014;Гравійна вул.;9
79014;Гравійна вул.;10
79014;Гравійна вул.;11
79014;Гравійна вул.;12
79014;Гравійна вул.;13
79014;Гравійна вул.;14
79014;Гравійна вул.;15
79014;Гравійна вул.;16
79014;Гравійна вул.;17
79014;Гравійна вул.;18
79014;Гравійна вул.;19
79014;Гравійна вул.;20
79014;Гравійна вул.;21
79014;Гравійна вул.;22
79020;Гранична вул.;1
79020;Гранична вул.;2
79020;Гранична вул.;8
79020;Гранична вул.;11
79020;Гранична вул.;13
79014;Гранітна вул.;1
79014;Гранітна вул.;2
79014;Гранітна вул.;3
79014;Гранітна вул.;4
79014;Гранітна вул.;5
79014;Гранітна вул.;6
79014;Гранітна вул.;7
79014;Гранітна вул.;8
79014;Гранітна вул.;9
79014;Гранітна вул.;10
79014;Гранітна вул.;11
79014;Гранітна вул.;12
79014;Гранітна вул.;13
79014;Гранітна вул.;14
79014;Гранітна вул.; 14а
79014;Гранітна вул.; 14б
79014;Гранітна вул.; 14в
79007;Гребінки вул.;1
79007;Гребінки вул.;2
79007;Гребінки вул.;3
79007;Гребінки вул.;4
79007;Гребінки вул.;5
79007;Гребінки вул.;6
79007;Гребінки вул.;7
79007;Гребінки вул.;8
79007;Гребінки вул.;9
79007;Гребінки вул.;10
79007;Гребінки вул.;11
79007;Гребінки вул.;12
79007;Гребінки вул.;13
79007;Гребінки вул.;14
79007;Гребінки вул.;15
79007;Гребінки вул.;16
79007;Грекова вул.;1
79007;Грекова вул.;2
79007;Грекова вул.;3
79007;Грекова вул.;4
79007;Грекова вул.;5
79007;Грекова вул.;6
79007;Грекова вул.;7
79007;Грекова вул.;8
79011;Грецька вул.;1
79011;Грецька вул.;2
79011;Грецька вул.;3
79011;Грецька вул.;4
79011;Грецька вул.;5
79011;Грецька вул.;6
79011;Грецька вул.;7
79011;Грецька вул.;8
79011;Грецька вул.;9
79011;Грецька вул.;10
79011;Грецька вул.;11
79011;Грецька вул.;12
79022;Гречана вул.;6
79022;Гречана вул.;8
79022;Гречана вул.;12
79022;Гречана вул.;14
79022;Гречана вул.;7
79022;Гречана вул.;9
79022;Гречана вул.;11
79022;Гречана вул.;13
79022;Гречана вул.; 18а
79022;Гречана вул.;17
79022;Гречана вул.;18
79022;Гречана вул.;19
79022;Гречана вул.;27
79022;Гречана вул.;29
79014;Грибова вул.;1
79014;Грибова вул.;2
79014;Грибова вул.;3
79014;Грибова вул.;4
79014;Грибова вул.;5
79014;Грибова вул.;6
79014;Грибова вул.;7
79014;Грибова вул.;8
79014;Грибова вул.;9
79014;Грибова вул.;10
79014;Грибова вул.;11
79014;Грибова вул.;12
79007;Григоренка пл.;1
79007;Григоренка пл.;2
79007;Григоренка пл.;3
79007;Григоренка пл.;4
79007;Григоренка пл.;5
79007;Григоренка пл.;6
79007;Григоренка пл.;7
79007;Григоренка пл.;8
79005;Григоровича вул.;2
79005;Григоровича вул.;3
79005;Григоровича вул.;4
79005;Григоровича вул.;5
79005;Григоровича вул.;6
79005;Григоровича вул.;7
79005;Григоровича вул.;8
79005;Григоровича вул.;9
79005;Григоровича вул.;10
79017;Грицая вул.;1
79017;Грицая вул.;2
79017;Грицая вул.;3
79017;Грицая вул.;4
79017;Грицая вул.;5
79017;Грицая вул.;6
79017;Грицая вул.;7
79017;Грицая вул.;8
79017;Грицая вул.;9
79017;Грицая вул.;10
79017;Грицая вул.;11
79017;Грицая вул.;12
79017;Грицая вул.;13
79017;Грицая вул.;14
79017;Грицая вул.;15
79017;Грицая вул.;16
79017;Грицая вул.;17
79017;Грицая вул.;18
79017;Грицая вул.;19
79017;Грицая вул.;20
79017;Грицая вул.;21
79017;Грицая вул.;22
79017;Грицая вул.;23
79017;Грицая вул.;24
79017;Грицая вул.;25
79017;Грицая вул.;26
79037;Грінченка вул.;12а
79037;Грінченка вул.; 12б
79037;Грінченка вул.; 12в
79037;Грінченка вул.;11
79037;Грінченка вул.; 11а
79037;Грінченка вул.; 10б
79037;Грінченка вул.;1
79037;Грінченка вул.;5
79037;Грінченка вул.; 11б
79037;Грінченка вул.;13
79037;Грінченка вул.;19
79037;Грінченка вул.;16
79037;Грінченка вул.;14
79037;Грінченка вул.; 14а
79037;Грінченка вул.;12
79037;Грінченка вул.;10
79037;Грінченка вул.;8
79037;Грінченка вул.; 10а
79037;Грінченка вул.;4
79037;Грінченка вул.; 4б
79037;Грінченка вул.; 6б
79037;Грінченка вул.; 2а
79037;Грінченка вул.;18
79037;Грінченка вул.; 4а
79037;Грінченка вул.; 6а
79037;Грінченка вул.; 8а
79037;Грінченка вул.; 10в
79037;Грінченка вул.; 16а
79037;Грінченка вул.;6
79037;Грінченка вул.;40
79037;Грінченка вул.;42
79037;Грінченка вул.;44
79037;Грінченка вул.;46
79037;Грінченка вул.;48
79037;Грінченка вул.;50
79037;Грінченка вул.;52
79037;Грінченка вул.;54
79022;Грузинська вул.;3
79022;Грузинська вул.;5
79022;Грузинська вул.;7
79022;Грузинська вул.;9
79022;Грузинська вул.;11
79022;Грузинська вул.; 11а
79022;Грузинська вул.;15
79022;Грузинська вул.;17
79022;Грузинська вул.;19
79022;Грузинська вул.;21
79022;Грузинська вул.;23
79022;Грузинська вул.;27
79022;Грузинська вул.;29
79022;Грузинська вул.;31
79022;Грузинська вул.;33
79022;Грузинська вул.;35
79022;Грузинська вул.;37
